"lat","lon","nl_mean","nl_min","nl_max","nl_median","nl_sd","cluster","wealthscore","n"
14.603604,121.284889,7.07916666666667,0,34,5,6.46376958858233,190,-5303,17
14.607678,120.986544,50.3712121212121,6,63,63,20.6651394720602,564,80457.8571428571,7
14.608568,121.012863,57.1098484848485,10,63,63,13.3290919988226,643,82598.1875,16
14.609958,121.043844,60.6666666666667,34,63,63,5.34962656977054,586,135014,5
14.613289,121.00802,57.3565217391304,12,63,63,12.9999605671876,573,97972,12
14.614738,121.089077,54.2727272727273,9,63,63,14.131964097879,630,51250.125,8
14.614841,121.123146,45.8300395256917,6,63,58,19.4652408662867,188,117124.5,8
14.614987,121.027193,60.9328063241107,25,63,63,5.82409394394496,588,68037.0833333333,12
14.617068,120.964993,45.4110671936759,5,63,63,23.6110386656846,567,1854.6,5
14.617802,121.076355,56.9328063241107,11,63,63,11.5747840508345,583,23573.5384615385,26
14.618312,120.960289,42.8893280632411,5,63,62,24.6754248597066,566,-25526.75,4
14.621802,121.003324,55.5573122529644,9,63,63,15.5581881382176,571,66506.85,20
14.621936,121.120582,45.5833333333333,5,63,59,20.3804281221862,194,85046,15
14.625332,120.981563,50.7707509881423,6,63,63,20.3328164998047,646,60050.1333333333,15
14.625459,121.015635,59.7865612648221,20,63,63,8.49567450826586,611,10730.8235294118,17
14.625685,120.965701,45.8142292490119,5,63,63,23.4676633966069,565,54850.1428571429,14
14.629844,121.018989,59.9739130434783,25,63,63,8.13366594710715,610,39180.4666666667,15
14.630089,121.037423,62.1611570247934,44,63,63,2.2021442549568,585,103837.583333333,12
14.630746,120.535191,3.45454545454545,0,18,3,3.10703711816896,74,37336.9444444444,18
14.631356,120.965587,46.0395256916996,5,63,63,23.3679678958968,645,81239.5833333333,12
14.632008,121.153826,35.1322314049587,5,63,35,22.8514750329764,189,155167,11
14.63206,120.981757,51.00395256917,6,63,63,20.1444186652984,568,73849.8823529412,17
14.632637,121.088724,53.7396694214876,7,63,63,15.4060664849133,629,101066.875,8
14.634862,120.990278,53.4268774703557,8,63,63,17.951422240291,652,57717.6666666667,3
14.6369,120.965617,46.1217391304348,5,63,63,23.346132087031,668,95834.4,5
14.637253,120.977615,50.55,6,63,63,20.3737284949365,570,76225.75,8
14.637537,120.968801,47.9681818181818,5,63,63,22.1617937383676,671,95902.75,16
14.638553,120.962348,45.297520661157,5,63,62,23.544834825061,656,53591.2727272727,11
14.639153,120.980793,50.4876033057851,6,63,63,20.3301038780574,569,56514.875,8
14.639225,121.041724,61.2173913043478,29,63,63,4.65348626704142,598,16807,3
14.639711,121.103933,48.6280991735537,6,63,62,19.3292641342997,637,101295.363636364,11
14.641386,121.020823,61.2933884297521,40,63,63,4.58672512715388,584,123971.05,20
14.641701,120.960411,45.297520661157,5,63,62,23.544834825061,669,5072.4,15
14.644552,121.007867,58.0237154150198,15,63,63,11.7189064626609,592,7633.5,4
14.644697,121.09121,51.3359683794466,6,63,63,17.7724196313994,636,71307.5714285714,14
14.645965,120.983311,51.0217391304348,6,63,63,20.0286793614112,587,74646.2727272727,11
14.64663,121.095277,50.3454545454545,6,63,62,18.4981481801237,631,109593.5,12
14.646734,120.971971,47.9,5,63,63,22.1119815038679,650,97900.6,5
14.649258,121.041022,61.6074380165289,36,63,63,3.49730578672378,597,34101.3333333333,3
14.649746,120.966517,45.1322314049587,5,63,62,23.4817637899034,664,23477,3
14.649886,120.981887,50.3223140495868,6,63,63,20.27639507192,651,84845.1666666667,6
14.651044,121.096553,49.7479338842975,5,63,62,18.9814961181562,633,28176.25,8
14.651287,120.992101,55.3140495867769,10,63,63,15.3358165961168,644,113022.111111111,9
14.651716,121.117689,42.6074380165289,4,63,56,22.3452452647118,638,63020.7142857143,7
14.652765,120.968174,47.7438016528926,5,63,62,22.059718617595,667,-7667.8,5
14.653272,121.104059,46.8954545454545,5,63,61,20.8033404692201,632,55230.75,12
14.653515,120.979189,50.3,6,63,63,20.2491557972742,665,78945.6666666667,9
14.654646,121.00455,57.6227272727273,15,63,63,11.8852362973181,591,83733.5,4
14.654795,121.00501,57.6227272727273,15,63,63,11.8852362973181,593,86607.2,5
14.657296,121.10442,46.2396694214876,5,63,61,21.0959179915656,635,36429.7,10
14.657359,121.119288,41.2892561983471,4,63,52,22.972268331785,639,79841.3333333333,6
14.658475,121.043202,60.2809917355372,26,63,63,6.39141428838254,582,123789.111111111,9
14.659753,120.946346,39.5454545454545,4,63,56,25.2910034354468,672,51313.8,5
14.660367,121.049663,60.2597402597403,26,63,63,6.52167475970491,590,87094.875,8
14.660899,120.960122,43.987012987013,5,63,61,23.6458435578158,649,106730.142857143,7
14.661538,120.974461,49.4285714285714,6,63,62,20.5534902810428,648,119676.166666667,12
