"cluster","lat","lon","wealthscore","n"
222,13.144203,121.405016,-29268.2857142857,14
223,13.138461,121.184736,-6056.21428571429,14
224,13.17808,121.281415,20679.6315789474,19
225,9.572294,118.36601,-119862.666666667,15
226,9.385347,118.502008,-58522.9411764706,17
227,10.797334,121.032835,-26843.4117647059,17
228,9.756862,118.733415,-38941.0526315789,19
229,9.994329,118.758415,-70096.4666666667,15
230,9.744272,118.741014,-24756.4444444444,18
231,9.747868,118.746556,42852.75,8
232,9.164136,117.816206,-139817.384615385,13
233,10.377145,119.465026,-104270.625,16
234,10.271275,119.239248,-91700.1875,16
235,9.0667,118.052557,-130651,27
236,12.597941,122.05052,-47971.0666666667,15
237,12.820934,122.073767,-62405.8125,16
238,12.320686,122.018649,-47071.6,15
239,12.548022,122.106454,-67327.0555555556,18
240,13.309289,123.85961,-67525.1666666667,18
241,13.150172,123.646029,-20512.45,20
242,13.172365,123.647068,54172.2777777778,18
243,13.068405,123.693675,5313.33333333333,15
244,13.158244,123.748106,84082.5,14
245,13.299824,123.429508,-41973.4117647059,17
246,13.446733,123.694042,-16448.9047619048,21
247,13.126448,123.872281,31862.0555555556,18
248,13.028908,123.311578,-84801.1538461538,13
249,14.107421,122.977574,-7120.71428571429,14
250,14.257887,122.625674,-69342,18
251,14.075273,122.818746,-67824.3333333333,3
252,14.130092,122.360336,-86963.9,20
253,13.358603,123.361232,-36611.4285714286,14
254,13.430747,123.278868,-6176.5625,16
255,13.719718,123.282535,-40752.65,20
256,13.634423,123.187052,58535.3684210526,19
257,13.71038,123.092536,-26140.8235294118,17
258,13.487023,123.411155,-8820.88235294118,17
259,13.388536,123.421201,17978.5416666667,24
260,13.417947,123.414831,79283.9444444444,18
261,13.542887,123.151119,-49800.3333333333,15
262,13.372797,123.372452,8991.5,18
263,13.608908,123.20799,104973,24
264,13.566227,122.97619,-63469.3333333333,27
265,13.678408,124.354694,-34629.875,8
266,13.580141,124.226574,53375.5416666667,24
267,12.509297,123.399429,-11729.48,25
268,11.961575,123.737257,-121579.178571429,28
269,12.084443,123.639706,-103310.210526316,19
270,12.079844,123.924519,-44611.5714285714,21
271,11.922114,124.028639,-122419.571428571,7
272,11.922252,123.803049,-122264.666666667,18
273,12.849161,124.143285,10804.05,20
274,12.895296,124.035977,-39546.4137931034,29
275,12.732734,123.984222,-59724.7777777778,27
276,12.61153,124.035826,-101229.444444444,18
277,12.87202,123.730464,-75448.3333333333,9
278,13.007454,123.70756,-76277.5,4
279,11.536035,122.523795,-2405.17647058824,17
280,11.834563,122.051589,-25905.2941176471,17
281,11.769134,122.238903,-25751.7368421053,19
282,10.510343,122.029461,-105511.5625,16
283,11.758448,121.884811,-40935.3157894737,19
284,10.770041,121.93163,-12113,10
285,11.546124,122.659531,-30499.6470588235,17
286,11.407635,122.425943,-145214.208333333,24
287,11.418186,122.789227,-57516,18
288,11.58079,122.834368,-86243.4545454545,22
289,11.570725,122.745939,3683.61538461538,13
290,11.536561,123.136473,-36579.4117647059,17
291,10.992067,122.673881,-52279.7894736842,19
292,11.002184,122.716434,-31337.6,20
293,10.741769,122.245792,-64602.8888888889,18
294,10.692738,122.501229,-7548.54545454545,22
295,10.684662,122.526929,105541.857142857,7
296,10.744007,122.541971,36021.2222222222,18
297,11.103371,122.653161,57591.2105263158,19
298,11.106972,122.678005,-32963.9444444444,18
299,10.855375,122.672362,-21047.5789473684,19
300,10.674847,122.062632,-144797.55,20
301,10.840007,122.560348,-13383.9565217391,23
302,10.789975,122.571779,14381.2631578947,19
303,10.739621,122.346223,-60237.85,20
304,10.625568,122.975329,77667.6666666667,6
305,10.609321,122.971208,-24650.25,4
306,10.660244,122.968933,164899,4
307,10.65568,122.977136,102777.777777778,9
308,10.475757,123.054356,-104668,18
309,10.584283,122.941477,62796.6428571429,14
310,9.931139,122.515761,-108182.875,16
311,10.881546,122.971068,39066,18
312,10.859621,123.508357,-97579.8,20
313,10.245957,123.047016,-60340.2666666667,15
314,9.905301,122.839056,-136522,15
315,10.481332,122.821126,-2124.36363636364,22
316,10.480843,123.349019,-87601.4285714286,14
317,10.541072,123.42937,-109496.5,16
318,10.422384,122.895321,-24934.3888888889,18
319,10.816486,122.966398,1153.4,20
320,10.750643,122.966511,22658.4090909091,22
321,10.473977,122.826038,-52343.4545454545,22
322,10.526164,123.283735,-94935.3333333333,12
323,10.542621,123.247203,-127258.705882353,17
324,10.688372,122.968018,47907.875,16
325,10.568101,122.89259,19044.5263157895,19
326,10.468121,122.550036,-83681.0952380952,21
327,10.083358,124.1084,-1827.73684210526,19
328,9.762328,124.484919,48274.5555555556,18
329,9.765018,124.445871,-62797.4705882353,17
330,9.722443,124.442456,-30639.4705882353,17
331,9.826915,123.967634,-42916.2222222222,18
332,9.983434,124.372918,-78253.7619047619,21
333,9.736932,124.014582,-34296.6111111111,18
334,9.939344,123.956024,-4435.94117647059,17
335,9.734839,123.486728,-28972.3181818182,22
336,9.98741,123.507461,-80107.5,22
337,9.887265,123.594987,47837.5789473684,19
338,10.43873,123.71831,-25670.8235294118,17
339,10.488822,123.819014,-132351.058823529,17
340,0,0,-7268.05263157895,48
341,10.083157,123.595508,-50041.7619047619,21
342,10.113304,123.674545,-10243.9047619048,21
343,10.314048,123.908258,15260.8888888889,9
344,10.315225,123.911736,35778.5,8
345,10.305637,123.88195,24367.2222222222,9
346,10.298653,123.874298,35996.5,14
347,10.353935,123.880148,57721,22
348,10.304817,123.896145,72328.1666666667,12
349,10.336628,123.889633,115096.473684211,19
350,10.276026,123.851817,85762.625,32
351,10.263178,123.939766,-68663.05,20
352,9.772326,123.436631,-83114,17
353,10.30389,123.962736,65000.875,8
354,10.293422,123.94883,46221.8571428571,7
355,10.444985,123.939984,-77002.4736842105,19
356,9.687861,123.346062,-17458.5555555556,18
357,10.334747,123.942654,6779.56756756757,37
358,10.353454,123.955349,-3378.36,25
359,9.948405,123.401203,33576.125,24
360,9.429493,123.348283,-29463.35,20
361,10.266029,123.82128,115482.846153846,13
362,10.398581,123.645276,11692.1666666667,18
363,10.326087,123.692424,-73519.125,16
364,10.71347,123.823709,78196.7777777778,18
365,9.754821,123.131682,-17263.5789473684,19
366,9.31638,123.299153,11695.3684210526,19
367,10.154047,123.243526,-49185.6470588235,17
368,9.993358,123.120533,-130776.380952381,21
369,9.410037,123.23227,-24208.45,20
370,9.202697,122.899983,-39340.8571428571,14
371,9.049211,123.018697,-52979.3157894737,19
372,9.504094,123.150541,47670.7777777778,18
373,10.36325,123.312734,-88601.4545454545,11
374,9.195549,123.523356,11390.125,16
375,11.518061,125.361769,-140669.714285714,21
376,10.772985,125.95397,-84096.0434782609,23
377,11.335617,125.608095,-83137.55,20
378,12.222216,125.44643,-69255.8421052632,19
379,10.624425,125.12592,-74471.9473684211,19
380,11.304589,124.807193,-66316,19
381,10.323459,124.804874,-18375.8095238095,21
382,10.681102,124.801461,98693.0526315789,19
383,11.425645,124.433412,-90000.8421052632,19
384,11.28503,124.731886,-52230,18
385,10.390646,124.73377,-24551.45,20
386,10.780771,124.974481,-38634.1052631579,19
387,10.317688,124.815665,-102356.388888889,18
388,10.270743,124.842448,-93911.3888888889,18
389,10.988202,124.541686,-26324.6,20
390,11.022465,124.592067,24310.7777777778,18
391,11.459436,124.315719,-122103.230769231,13
392,11.290251,124.86353,-90154.6470588235,17
393,11.286422,124.833436,6173.38888888889,18
394,11.23276,124.996575,31775.2941176471,17
395,12.544541,124.272155,-28450,19
396,12.384094,125.229692,-108183.4375,16
397,12.557925,124.311192,-67271.0625,16
398,12.270614,124.607958,-93124.75,16
399,11.339354,125.101485,-71928.8125,16
400,12.203409,124.449096,-76135.7,20
401,11.703314,124.765681,-86543.8666666667,15
402,11.665604,124.762935,-113715.666666667,15
403,11.106209,125.21267,-22593.4285714286,21
404,11.465493,124.844673,-100362.285714286,21
405,10.389645,125.192541,-20625.6666666667,18
406,10.266184,125.070343,-42635.5789473684,19
407,10.225965,124.848514,-106399.777777778,18
408,11.474231,124.571796,14065.3,20
409,11.5554,124.581422,15203.0555555556,18
410,8.500367,123.515859,-100075.133333333,15
411,8.61632,123.421489,-28875,17
412,8.655791,123.424509,-19994.9444444444,18
413,8.410363,123.530824,-77150.4117647059,17
414,8.49642,123.392144,-83754.1875,16
415,8.211332,123.147211,-158001.421052632,19
416,8.378347,122.996709,-72144.3684210526,19
417,8.275453,123.031626,-107711.277777778,18
418,8.486899,123.061166,-84064.9333333333,15
419,7.983721,122.370443,-116650.25,16
420,7.938931,123.540354,-146663.444444444,18
421,7.77295,123.200256,-119188.666666667,15
422,7.572347,123.166695,-38040.9166666667,12
423,8.102164,123.51205,-94436.25,16
424,8.207925,123.469302,-155106.636363636,11
425,7.825531,123.408431,-28235.4444444444,18
426,7.812118,123.409236,73431.5625,16
427,8.097835,123.520456,-80848.5,14
428,7.532999,123.172263,-90920.625,16
429,7.758867,123.298761,-140624.571428571,14
430,6.962212,121.945682,-15035,17
431,7.062328,122.117756,-43650.3529411765,17
432,7.049265,122.129015,-73161.2,15
433,6.944482,122.014533,2333.5625,16
434,6.930632,122.023924,27136.1428571429,7
435,6.921555,122.028701,72952,6
436,6.946168,122.139849,-12211.1428571429,7
437,6.90034,122.115048,581.142857142857,7
438,6.957167,122.083056,69748.9230769231,13
439,6.952917,122.083804,56578.4166666667,12
440,7.793118,122.980496,-35728.6666666667,15
441,7.637974,123.034652,2007,15
442,7.630091,122.858043,-62183,13
443,7.660758,122.486736,-103884.578947368,19
444,7.732511,122.87058,-111538.8,20
445,6.688324,121.994703,34464.9411764706,17
446,7.56074,124.98206,-76983,6
447,8.014411,125.159693,-10023.0833333333,12
448,8.500911,124.989853,-105067.428571429,14
449,8.227994,124.878807,-139348.769230769,13
450,8.27562,124.804806,-91856.1538461538,13
451,7.648364,124.848672,-62400.7333333333,15
452,7.732195,125.093048,29768.8888888889,18
453,8.20261,124.572664,20107.7272727273,22
454,7.946022,125.123205,-16189.6875,16
455,8.060301,125.284682,-40116.5,18
456,9.182044,124.75984,-65328.6666666667,21
457,8.167943,124.293136,-22087.5,18
458,8.253558,124.273046,83263.2222222222,18
459,8.18282,124.187382,19422.1428571429,14
460,7.82867,123.638996,-58870.75,12
461,8.187767,124.13633,11159.1428571429,14
462,7.922336,123.781599,8034.82352941176,17
463,8.069802,124.282273,-73930.7368421053,19
464,8.052822,123.586199,-18997.5,20
465,8.086495,123.630357,-94860.6315789474,19
466,8.470804,123.722469,-70743.9333333333,15
467,8.493268,123.734156,-21065.9375,16
468,8.359693,123.736903,-107742.230769231,13
469,8.529889,124.426354,-86439.5789473684,19
470,8.736696,124.782799,-45373.25,16
471,8.742078,124.774831,-2241.375,16
472,8.751896,125.200523,-86783.0714285714,14
473,8.807135,125.104387,77838.9230769231,13
474,8.573766,124.365427,-27195.4117647059,17
475,9.000092,124.818481,-1402.52941176471,17
476,8.500645,124.748591,-19432.5263157895,19
477,8.505406,124.610464,29971.8571428571,21
478,8.449397,124.633925,73087.1111111111,9
479,8.444076,124.629483,82692.2,10
480,8.470816,124.653488,44982.2857142857,7
481,8.497265,124.632244,92488,9
482,8.460694,124.661042,70201.2,5
483,8.456127,124.618711,88948.8571428571,7
484,7.385822,125.620346,-50776.3888888889,18
485,7.377894,125.663444,-9375.8,15
486,7.559361,125.828222,-16489.1666666667,12
487,7.330224,125.679283,89336.4117647059,17
488,7.023436,125.756136,-106606.166666667,18
489,7.441786,125.804668,13049.8333333333,12
490,7.44588,125.815889,92971.6666666667,6
491,7.495438,125.798192,104154.052631579,19
492,7.432283,125.811726,111975,1
493,7.439231,125.812633,29221.3,10
494,7.833446,125.688436,-133286.611111111,18
495,8.005696,125.706673,-138213.923076923,13
496,7.564117,125.977826,-15257.1333333333,15
497,7.809905,126.052892,-18733.5,16
498,7.737262,125.997264,-87820.9333333333,15
499,6.994527,125.410365,-80705.8235294118,17
500,7.047061,125.32959,59807.2916666667,24
501,7.266527,125.659958,51299.5,12
502,7.052294,125.502334,-21558.2380952381,21
503,7.145782,125.468166,-38958.5714285714,21
504,7.111489,125.500517,-10790.7619047619,21
505,7.071555,125.597257,32772.1538461538,13
506,7.061525,125.597897,12099.0909090909,22
507,7.115108,125.617065,46459.8181818182,22
508,7.103904,125.628709,149269.25,12
509,7.221131,125.629168,13709,4
510,7.058752,125.561889,-35243.1428571429,15
511,7.058752,125.561889,13336.375,15
512,7.050863,125.58233,115891.428571429,7
513,7.05581,125.574959,129972.592592593,27
514,7.052409,125.550309,34333.5714285714,7
515,6.771629,125.368746,-53083.36,25
516,6.763567,125.335488,88407.9090909091,22
517,5.769396,125.523286,-146250.25,12
518,6.603925,125.262732,-77456.7333333333,15
519,0,0,-117935.916666667,48
520,6.714008,125.230055,3834.25,20
521,6.505364,125.565293,-75461.4666666667,15
522,7.51345,126.513571,-130612.411764706,17
523,7.733733,126.405463,-73198.8823529412,17
524,6.949951,126.038218,-25535.3333333333,15
525,6.97568,126.22052,38805.7222222222,18
526,7.434534,124.543661,-64161.3333333333,18
527,7.099781,124.804788,-45758.7037037037,27
528,7.106424,124.971373,-127567.928571429,14
529,7.18387,124.994177,-87199.2105263158,19
530,7.092667,124.462011,-128907.388888889,18
531,7.176569,124.574158,-33003.6363636364,11
532,7.197881,124.534297,3558.375,24
533,6.841348,124.931071,-42967.5625,16
534,7.388532,124.703583,-129113.666666667,18
535,6.431895,124.774966,-8.8,15
536,6.12516,125.212676,18639.3,20
537,6.166918,125.178947,-24068.3333333333,24
538,6.143701,125.183226,114996.071428571,14
539,6.12181,125.206024,96541.6666666667,15
540,6.161384,125.134484,72267.4444444444,9
541,6.135643,125.138422,64299.5454545455,11
542,6.155411,125.159868,-34129.3333333333,6
543,6.163144,125.152773,154162.666666667,9
544,6.086023,125.126958,37676.5,16
545,6.07699,125.108118,32089.0526315789,19
546,6.228511,125.065266,83738.7142857143,7
547,6.217451,125.077047,12359.7272727273,11
548,6.484874,124.852159,21857.8,30
549,6.542182,124.680542,-82509.6470588235,17
550,6.583222,124.620947,-61538.35,20
551,6.368354,124.746501,-8300.22222222222,27
552,6.176578,124.892578,-109465.068965517,29
553,6.236698,125.00029,-125113.466666667,15
554,6.54145,124.577548,-53564.05,20
555,6.582188,124.622636,21770.8461538462,13
556,6.647469,124.576648,-32910.25,20
557,6.761467,124.109327,-127907.285714286,14
558,6.144051,124.366843,-110685.727272727,22
559,6.687677,124.736123,-42858.9411764706,17
560,6.109103,125.449308,-141014,13
561,5.666404,125.309028,-10076.5,20
562,5.990988,124.631736,-51966.4482758621,29
563,6.31077,125.418488,-84521.7272727273,11
564,14.607678,120.986544,80457.8571428571,7
565,14.625685,120.965701,54850.1428571429,14
566,14.618312,120.960289,-25526.75,4
567,14.617068,120.964993,1854.6,5
568,14.63206,120.981757,73849.8823529412,17
569,14.639153,120.980793,56514.875,8
570,14.637253,120.977615,76225.75,8
571,14.621802,121.003324,66506.85,20
572,14.600901,121.004916,101954.75,12
573,14.613289,121.00802,97972,12
574,14.59957,121.01731,100457.3,10
575,14.598504,121.002236,68214,13
576,14.580028,120.993161,153081.222222222,9
577,14.584551,120.998073,-22561.75,16
578,14.600587,120.964688,-40136.5,4
579,14.593316,120.96177,-34059,5
580,14.556847,120.984961,79065.4615384615,13
581,14.578426,121.01489,75382.1666666667,12
582,14.658475,121.043202,123789.111111111,9
583,14.617802,121.076355,23573.5384615385,26
584,14.641386,121.020823,123971.05,20
585,14.630089,121.037423,103837.583333333,12
586,14.609958,121.043844,135014,5
587,14.645965,120.983311,74646.2727272727,11
588,14.614987,121.027193,68037.0833333333,12
589,14.665774,121.006928,17251.1666666667,12
590,14.660367,121.049663,87094.875,8
591,14.654646,121.00455,83733.5,4
592,14.644552,121.007867,7633.5,4
593,14.654795,121.00501,86607.2,5
594,14.663792,121.030172,-18968.6666666667,6
595,14.663254,121.020265,129998.5,4
596,14.680683,121.020827,121799.25,4
597,14.649258,121.041022,34101.3333333333,3
598,14.639225,121.041724,16807,3
599,14.726016,121.08674,47185.2105263158,19
600,14.697644,121.091744,91463.75,12
601,14.702562,121.079284,53573,5
602,14.702099,121.068174,97590.9090909091,11
603,14.696537,121.100905,31553.3076923077,13
604,14.667636,121.05855,174752,3
605,14.66296,121.061012,110416.285714286,21
606,14.6787,121.039387,144758.8,5
607,14.678718,121.020945,80190.25,4
608,14.681293,121.039172,140906.1,10
609,14.689339,121.045452,41448.625,8
610,14.629844,121.018989,39180.4666666667,15
611,14.625459,121.015635,10730.8235294118,17
612,14.701484,121.102319,92244.2,5
613,14.697915,121.107721,50257.44,25
614,14.722268,121.079679,65463.7307692308,26
615,14.705098,121.100076,1948.42857142857,7
616,14.697565,121.098254,40796.36,25
617,14.68682,121.089743,62224.125,8
618,14.673435,121.096515,89699,15
619,14.698855,121.103486,77548.8,5
620,14.686488,121.069498,104074.692307692,13
621,14.687359,121.074244,188574.666666667,12
622,14.693034,121.083488,74477.8333333333,12
623,14.711424,121.07707,110093.75,4
624,14.742752,121.072736,152417.25,4
625,14.592456,121.007962,77834.5416666667,24
626,14.59784,121.040386,25560,12
627,14.587696,121.03598,28154.2,10
628,14.585247,121.037948,12866.3,10
629,14.632637,121.088724,101066.875,8
630,14.614738,121.089077,51250.125,8
631,14.64663,121.095277,109593.5,12
632,14.653272,121.104059,55230.75,12
633,14.651044,121.096553,28176.25,8
634,14.662079,121.120504,60699,7
635,14.657296,121.10442,36429.7,10
636,14.644697,121.09121,71307.5714285714,14
637,14.639711,121.103933,101295.363636364,11
638,14.651716,121.117689,63020.7142857143,7
639,14.657359,121.119288,79841.3333333333,6
640,14.548877,121.084214,50432.5,12
641,14.585174,121.097315,5772.69230769231,13
642,14.570726,121.104218,130883,6
643,14.608568,121.012863,82598.1875,16
644,14.651287,120.992101,113022.111111111,9
645,14.631356,120.965587,81239.5833333333,12
646,14.625332,120.981563,60050.1333333333,15
647,14.662395,120.987316,89806.2941176471,17
648,14.661538,120.974461,119676.166666667,12
649,14.660899,120.960122,106730.142857143,7
650,14.646734,120.971971,97900.6,5
651,14.649886,120.981887,84845.1666666667,6
652,14.634862,120.990278,57717.6666666667,3
653,14.770122,121.031203,48038.3,10
654,14.775696,121.034477,14847.5,10
655,14.776189,121.045629,55233.7272727273,11
656,14.638553,120.962348,53591.2727272727,11
657,14.769428,121.063891,114806.75,4
658,14.757366,121.047926,39816.0909090909,11
659,14.761373,121.062493,71738.1818181818,11
