"lat","lon","nl_mean","nl_min","nl_max","nl_median","nl_sd","cluster","wealthscore","n"
10.37047,122.99919,1.54736842105263,0,8,0,2.41366664826454,486,38145.0833333333,24
10.3712,123.96948,33.7722222222222,6,63,30,19.6854682402682,516,45388.1923076923,26
10.39017,123.94178,26.9138755980861,6,63,21,16.9703431587802,522,24365.625,24
10.39303,124.82393,0.889952153110048,0,5,0,1.70754673818443,544,-49609.0526315789,19
10.42186,125.13589,0.327272727272727,0,4,0,1.04779909285074,571,13149.1739130435,23
10.4285,124.94681,0.625,0,6,0,1.49853362160326,570,-94602.1176470588,17
10.44865,123.80261,5,0,16,4,2.15487314263962,505,-50467.7058823529,17
10.45335,123.29449,0.019047619047619,0,4,0,0.276026223736942,490,-140222.55,20
10.4617,121.88762,0,0,0,0,0,449,-24331.5833333333,24
10.47144,123.0294,1.73636363636364,0,9,0,2.66955530552661,485,-1800.88235294118,17
10.48823,123.95381,6.39545454545455,0,15,6,3.52977902638301,517,-6617.84615384615,26
10.54016,119.33102,0,0,0,0,0,399,-30686.2,20
10.54877,123.7544,1.96363636363636,0,13,0,2.81785001364565,504,-39446.2222222222,18
10.62783,123.01525,10.3212121212121,0,58,6.5,11.6861115078418,487,2671.76,25
10.64119,122.98732,11.6448863636364,0,59,6,13.9843839234785,476,75753.7142857143,7
10.65015,122.96099,12.2585227272727,0,59,6,14.9084073903573,474,73413.5,8
10.65487,122.97781,12.9625,0,59,6,15.3765230405006,473,12402.8,25
10.66516,122.22794,1.30578512396694,0,5,0,1.91465549548944,461,-45664.4444444444,18
10.67319,119.50301,0,0,0,0,0,401,-96741.4117647059,17
10.6795,122.97557,12.36,0,59,5,15.8007507710351,475,48366.7777777778,9
10.6807,122.99234,11.7948051948052,0,59,5,15.3369099324817,472,64708.6666666667,15
10.69772,122.61248,10.6994949494949,0,58,5,14.6314417728354,493,20507.1363636364,22
10.69977,124.96392,0.42014742014742,0,6,0,1.25076803119881,549,-52003.8421052632,19
10.70278,122.96651,10.046683046683,0,59,5,14.4273373021781,492,38968.2352941177,17
10.7057,122.968,8.94497607655502,0,59,5,13.4426336392873,471,-32104,3
10.70574,122.55384,11.4521531100478,0,58,5,14.0457921075509,462,76294.0434782609,23
10.71916,123.38138,0.442890442890443,0,7,0,1.34984493385197,480,-63309.2272727273,22
10.72256,124.94313,0.756818181818182,0,7,0,1.62902177660202,552,-21443.8947368421,19
10.73162,122.55764,10.7583148558758,0,58,5,13.8812948739014,464,60655.5625,16
10.7367,119.48738,0,0,0,0,0,400,-58910.2857142857,14
10.74545,122.52757,9.17045454545454,0,58,4,12.6990947168147,468,63234.3125,32
10.74915,123.51316,0.894628099173554,0,7,0,1.95478180651777,488,-88854,14
10.76331,122.59064,6.57234042553192,0,58,4,9.8345633508445,463,-2647.41666666667,24
10.77553,122.41485,5.38033395176252,0,50,4,7.7894017622613,466,-23315.8636363636,22
10.79457,124.8342,0.313131313131313,0,5,0,1.01569270073338,545,-34530.4761904762,21
10.86988,123.19976,2.59936575052854,0,15,0,3.19277617491769,478,-57060.5,20
10.87101,123.35353,2.35232558139535,0,15,0,3.21996199314463,489,-72075.5,22
10.87508,123.31023,2.5,0,15,0,3.15899857421795,479,-89626.8,20
10.89585,124.97889,0.289814814814815,0,6,0,1.02349053073723,550,-89883.0555555556,18
10.90187,125.80439,0,0,0,0,0,542,-16998.2631578947,19
10.91456,123.92296,1.16951469583049,0,20,0,2.75293157453266,526,-75939.9411764706,17
10.9162,122.6988,1.61029411764706,0,15,0,2.67101392076903,469,-12139.3333333333,21
10.9191,122.7097,1.63636363636364,0,15,0,2.68363127736367,458,43912.0434782609,23
10.94102,122.46673,0.887863405629903,0,13,0,2.07697561476418,465,-34903.8695652174,23
10.94603,123.92636,1.37880184331797,0,20,0,2.59184671225035,525,-12922.7647058824,17
10.94838,124.41852,0.840412862246923,0,20,0,2.06812546982646,555,-62376.3157894737,19
10.96082,122.4033,0.598240469208211,0,9,0,1.71679104721545,467,-64583.0434782609,23
10.9811,123.30767,0.471751067724222,0,25,0,1.6891811542734,477,20265.5882352941,17
11.03246,122.10188,0.121419676214197,0,7,0,0.723896151963749,451,-113074.210526316,19
11.05215,124.53321,1.47977153736316,0,25,0,2.85926982773224,554,-29814.2352941176,17
11.0529,124.39208,1.4954304954305,0,25,0,2.87028741603988,556,-20960.0384615385,26
11.06394,123.95643,1.11622554660529,0,20,0,2.45706041978972,506,-32742.8947368421,19
11.08171,122.83936,0.352727272727273,0,7,0,1.26131769339585,470,-46408.3333333333,18
11.13808,124.41893,1.81052631578947,0,13,0,2.9431852886924,558,-113364.294117647,17
11.16492,124.77125,3.45880681818182,0,28,3,3.96729255772597,548,-12290.5625,16
11.16596,124.6703,2.29971590909091,0,13,0,2.87327409836851,553,-33348,14
11.19979,123.11444,0.0891938250428816,0,4,0,0.59111683144317,457,-83166.4736842105,19
11.20956,124.3815,0.802139037433155,0,6,0,1.65563832810527,559,-42028.1739130435,23
11.21949,124.98186,4.30983302411874,0,40,0,7.71678731582279,557,-14571.2380952381,21
11.22829,124.63859,1.09148936170213,0,6,0,1.70229116734967,546,-81956,17
11.22919,123.17893,0.180434782608696,0,4,0,0.827132370724534,459,-115975.666666667,24
11.27906,124.50881,0.228205128205128,0,4,0,0.846419562667463,551,-99650.2,10
11.34412,122.65185,0,0,0,0,0,452,-30052.6666666667,18
11.43006,123.12417,1.152,0,6,0,1.93075302121107,460,-20895.375,16
11.4345,122.74149,0.556363636363636,0,5,0,1.42177585526498,454,-50696.4117647059,17
11.46553,122.55261,0.0454545454545455,0,4,0,0.424777040396137,453,-60067.5882352941,17
11.48722,122.06735,0.0173913043478261,0,4,0,0.263752189358315,450,-101486.818181818,22
11.55099,124.39369,0.877272727272727,0,5,0,1.69297010580857,574,70602.5,8
11.60764,122.50175,0.253588516746411,0,5,0,0.989268884591721,446,-59341.7083333333,24
11.62417,124.38969,0.363636363636364,0,4,0,1.07064708793062,573,61149.3076923077,13
11.62657,122.7236,3.28787878787879,0,22,0,5.22906311506901,455,928.875,16
11.63584,122.73771,2.65151515151515,0,21,0,4.59692820932611,456,57094.4230769231,26
11.65799,124.76927,0,0,0,0,0,567,-75898.8888888889,18
11.66216,122.36846,3.25882352941176,0,10,4,2.41373261083386,447,19545.4827586207,29
11.68081,122.49152,0.390374331550802,0,5,0,1.20148356724024,448,5523.80952380952,21
11.82612,123.11964,0,0,0,0,0,435,-43731.8125,16
11.8346,125.49505,0.331168831168831,0,4,0,1.02297269499651,543,62543.8823529412,17
11.85106,123.21088,0,0,0,0,0,434,-82128.2941176471,17
11.85264,125.00092,0,0,0,0,0,568,-10726.75,24
11.88877,125.03266,0,0,0,0,0,569,-87304.7333333333,15
11.91639,125.46732,0,0,0,0,0,541,-141395.533333333,15
12.04228,124.60154,2.57342657342657,0,11,0,3.10494723479131,565,-26205.9047619048,21
12.05312,125.29951,0,0,0,0,0,540,-109868.1875,16
12.0669,124.60172,3.31060606060606,0,11,4,3.02945483155824,564,99556.3684210526,19
12.18057,123.68686,0,0,0,0,0,438,-156337.222222222,18
12.21354,124.46822,0,0,0,0,0,566,-91234.3846153846,13
12.23168,121.99435,0,0,0,0,0,406,-102755.85,20
12.2574,123.55362,0.174242424242424,0,4,0,0.746454337643264,436,-80639.25,20
12.30899,121.17431,0,0,0,0,0,378,51403.5,10
12.32569,123.81467,0,0,0,0,0,439,-107734.947368421,19
12.33908,125.03606,0,0,0,0,0,561,58827.9411764706,17
12.34307,125.00636,0,0,0,0,0,562,-117260.533333333,15
12.38041,122.62518,0,0,0,0,0,403,-42086.3529411765,17
12.44091,121.05301,0.859504132231405,0,4,0,1.61918593293033,381,-82118.2222222222,18
12.47702,122.35832,0,0,0,0,0,405,-120396.6,15
12.49814,122.08905,0,0,0,0,0,404,-62678.75,12
12.51045,121.33759,0,0,0,0,0,384,-32590.9411764706,17
12.51715,124.64416,2.98347107438017,0,9,4,2.81952558383611,560,-16029.6842105263,19
12.52769,124.4142,0,0,0,0,0,563,-50218.9130434783,23
12.56648,123.6219,0,0,0,0,0,437,-128014.333333333,18
12.62153,124.10033,1.07272727272727,0,4,0,1.70110105147307,443,-50048.5789473684,19
12.66566,124.15675,0.165289256198347,0,4,0,0.734246864004386,441,-4785.11111111111,18
12.68824,123.94597,0.69,0,4,0,1.36103792835624,440,-122774.882352941,17
12.93715,123.79749,0.283333333333333,0,4,0,0.954276824460849,442,-46608.5238095238,21
12.96625,124.02346,3.73484848484848,0,11,4,3.23827267235667,444,54339.6071428571,28
12.96967,124.00869,4.09917355371901,0,11,4,3.20521699389627,445,17193.4705882353,17
12.9791,121.40982,0.325,0,4,0,1.08591053069407,387,-31449.65,20
13.04874,121.44188,1.95804195804196,0,5,0,2.08912046279918,388,40778.6,10
13.06042,121.49342,1.59848484848485,0,5,0,2.07441649474299,389,-3662.68421052632,19
13.08086,123.77401,2.02097902097902,0,13,0,2.87649172927211,409,-58356.8888888889,18
13.08986,121.08556,0,0,0,0,0,385,-18161.9523809524,21
13.09638,123.37969,0,0,0,0,0,412,-93296.8888888889,18
13.13891,123.75735,9.9020979020979,0,35,7,8.96889357199876,410,135097.125,16
13.15014,123.70336,9.72027972027972,0,35,6,7.99419295788925,408,86099.8421052632,19
13.15386,123.3648,0,0,0,0,0,411,-38928.2352941177,17
13.15603,121.19478,0,0,0,0,0,391,-34808.1,20
13.19069,123.59964,3.82517482517482,0,7,4,2.01862693996242,407,-13443.6842105263,19
13.22987,120.81695,0,0,0,0,0,382,-5644,2
13.2518,121.1178,0,0,0,0,0,386,-48500.7647058823,17
13.26646,123.75221,2.7987012987013,0,5,4,1.77631427962461,414,-15200.8695652174,23
13.28483,121.88965,0,0,0,0,0,376,-39780.6,20
13.29517,120.57182,0.0571428571428571,0,4,0,0.476368586080912,380,-123449.764705882,17
13.355,123.71538,4.26,0,10,4,2.28631763369564,415,20741,17
13.38752,123.44663,4.55,0,12,4,2.36270817857536,413,32949.6,20
13.39112,121.86518,0.0681818181818182,0,4,0,0.519240204154483,375,-26651.5263157895,19
13.42215,121.20392,3.44886363636364,0,12,4,3.68591122498108,383,42599.3684210526,19
13.47467,120.47811,0,0,0,0,0,379,-75584.4210526316,19
13.48907,123.2701,2.82828282828283,0,6,4,1.80827429324262,430,-19381.4761904762,21
13.5263,123.4014,2.73205741626794,0,5,3,1.65104165154882,420,-125921.833333333,18
13.52924,121.00806,0.815789473684211,0,5,0,1.6754571856186,390,-33861.4736842105,19
13.55294,121.84563,0.0136363636363636,0,3,0,0.202259958738973,377,9541.33333333333,15
13.55469,122.25359,0.165,0,4,0,0.768588734770476,346,-35508.8571428571,21
13.56872,122.99133,0.572727272727273,0,5,0,1.36129867425607,424,18845.8,20
13.57757,122.9367,0.0181818181818182,0,4,0,0.269679944985297,429,-134617.866666667,15
13.59676,120.91637,0,0,0,0,0,312,-25606.6153846154,13
13.60437,123.21882,11.0428571428571,4,43,7,9.39984075140334,427,-21572.6315789474,19
13.62142,123.1564,10.4636363636364,0,43,6,10.1551231173859,422,73392.8421052632,19
13.63617,123.21304,11.1157024793388,0,43,7,9.15263840394877,428,63711.4074074074,27
13.64823,123.16451,9.42292490118577,0,43,5,9.80559992166226,421,20215.9411764706,17
13.66188,123.00133,1.01739130434783,0,4,0,1.59684519048324,425,-17980.2352941176,17
13.68722,123.04834,1.6,0,7,0,1.78795613721209,426,31124.55,20
13.69642,123.12078,3.35384615384615,0,19,3,3.11767049571781,423,-67964.5,14
13.71906,121.40785,0.521885521885522,0,5,0,1.34830692645687,306,9724.28571428571,14
13.79796,120.99906,13.3774104683196,0,53,9,12.6171083059901,301,93206.2352941177,17
13.80113,122.97232,0.162534435261708,0,4,0,0.71951961475757,431,-112598,17
13.81403,121.04781,12.0909090909091,4,53,8,10.1720993969705,307,41868.1176470588,17
13.88274,121.45813,5.17970401691332,0,28,5,3.00907003151826,353,31724.8888888889,18
13.89025,121.09306,8.2004132231405,0,35,8,3.80082804461769,305,75725.5294117647,17
13.90188,120.91391,5.82806324110672,0,15,6,3.67761263014184,300,44354,21
13.90377,121.59783,6.26595744680851,0,35,5,5.0742368042206,350,95707,4
13.91101,121.14152,7.97588126159555,0,49,7,6.47165487595396,303,74637.2666666667,15
13.92314,121.56146,7.25846702317291,0,35,6,5.56961179104329,354,25060.7777777778,18
13.96425,124.18041,0,0,0,0,0,432,-94043.6875,16
13.96839,120.97886,7.55539772727273,0,49,6,7.66175400148579,308,61074.9333333333,15
13.98415,121.2974,7.09859154929577,0,49,5,7.0404880777328,356,34365.3333333333,18
14.01278,120.92574,5.5551724137931,0,29,5,4.45703846264153,302,31441.9545454545,22
14.01402,121.16131,5.34710743801653,0,29,5,4.5390836239964,304,86462.2777777778,18
14.02976,124.15077,0,0,0,0,0,433,-39156.4666666667,15
14.03627,122.35048,0.10875106202209,0,5,0,0.653405433032174,418,-42497.7894736842,19
14.03748,122.91543,0.0862385321100917,0,4,0,0.557026720777306,416,-56774.7142857143,21
14.05489,121.77847,1.93893129770992,0,29,0,4.09131022175622,351,-10988.8571428571,21
14.0571,122.42021,0.149932157394844,0,8,0,0.827179584274595,348,8689.05555555555,18
14.06909,121.2622,5.49021864211738,0,33,5,5.55250925952367,330,98789.1818181818,11
14.07048,122.39106,0.216149068322981,0,10,0,1.02933363596807,355,-119102.571428571,14
14.07058,121.28184,5.46851851851852,0,33,5,5.65987766846743,343,59378.0666666667,15
14.08017,121.31791,4.996151996152,0,39,4,6.00104134434513,342,62901.75,20
14.08333,121.30803,4.69787426503844,0,39,4,5.93830193475765,341,100154.533333333,15
14.0918,120.96319,4.11153552330023,0,43,0,5.99902652997109,311,56784.1739130435,23
14.10276,121.51306,3.21048060220035,0,44,0,5.73919061292242,349,101841.266666667,15
14.10474,122.96385,0.24578313253012,0,10,0,1.11326616035652,417,30384.2222222222,27
14.12244,121.42546,1.525086934923,0,44,0,4.36104884660758,339,35938.0666666667,15
14.12771,121.39016,1.00032583903552,0,44,0,3.60542698767761,338,93358.0714285714,14
14.13982,121.1205,0.923980546202768,0,46,0,3.60013847295689,309,70216.4615384615,26
14.15121,121.15485,1.4665009469697,0,50,0,4.5793391271279,334,57058,12
14.16688,121.06956,2.99098422238918,0,53,0,6.83772094439575,333,32408.3076923077,13
14.17613,121.15051,3.96160157531999,0,53,0,7.93221668376243,310,53183.0869565217,23
14.19733,121.15787,6.46622651091925,0,55,4,10.4830002741318,336,43213.8125,16
14.2073,121.09894,7.61157024793388,0,55,4,11.5180439151323,335,90023.7692307692,26
14.20861,120.94619,7.66887417218543,0,55,4,11.625788761807,329,88659.6,20
14.21833,120.77942,8.2282980177717,0,56,4,12.9441541839949,325,41126.4705882353,17
14.24394,122.90876,0.0891089108910891,0,4,0,0.579047227548268,419,73031.1,20
14.26604,120.90782,16.3820346320346,0,61,8,17.7383212544539,320,80751.4,20
14.27559,121.01144,18.5314685314685,0,61,10,17.8656874820458,328,58508.8823529412,17
14.28146,121.50481,2.95878787878788,0,13,4,3.25319088836846,337,1714.5,18
14.28178,121.09506,19.9115479115479,0,61,11,18.2223397844437,345,93915.4516129032,31
14.28954,120.92211,20.764404609475,0,61,13,18.6737389457915,321,92903.6666666667,12
14.30009,120.97867,22.5798898071625,0,61,15,18.5700116573296,319,102240.95,20
14.30368,121.05175,22.8846153846154,0,61,15.5,19.0129445060114,332,128058.043478261,23
14.31169,120.94663,23.9677419354839,0,61,17,18.850373977543,317,96982.5263157895,19
14.33016,120.96332,25.0616883116883,0,61,18,18.4998200757744,318,96152.5454545455,11
14.34168,121.22144,15.3481989708405,0,61,5,19.6104816110865,365,19515.2,10
14.34258,121.09082,24.26243567753,4,61,19,19.7701068792266,331,10994.2222222222,9
14.35449,121.02109,26.004,5,61,21,18.6806294281446,131,141156,8
14.35659,121.34019,4.01484230055659,0,12,4,2.15560187542711,370,67078,10
14.35699,121.45608,2.50463821892393,0,11,4,2.47843427177384,340,53795.2142857143,14
14.36773,120.99082,27.9206963249516,4,62,25,18.9156506172503,313,160529.8,5
14.36996,121.04881,26.5872340425532,4,62,23,19.813949308906,344,150343.75,28
14.39609,120.93387,32.1095238095238,0,63,32,20.0218831299317,323,140072.4,15
14.39615,121.3543,3.70714285714286,0,6,4,1.78362919521821,371,65279.1538461538,26
14.41253,120.89361,32.4525,0,63,34,22.8577982557979,322,98796.6363636364,11
14.41442,120.97719,35.8368298368298,5,63,36,20.1851579882521,121,128796.5,2
14.41616,121.00467,34.7659090909091,5,63,35,20.861670918756,314,150339,5
14.4181,120.86885,27.1608391608392,0,63,24,22.9486373925048,326,57156.4375,16
14.41878,121.04026,32.8088578088578,5,63,33,22.4885394665196,128,21168.16,25
14.42233,120.97509,36.1888111888112,4,63,37,20.5767145805452,127,83139.5555555556,18
14.4269,120.84395,23.3636363636364,0,62,16.5,22.3228290880826,327,41020.2941176471,17
14.43272,121.04628,34.036855036855,5,63,35,23.1906027752605,130,84537.2142857143,14
14.43337,121.01641,36.4938574938575,5,63,39,21.5754909438308,122,69890.6,5
14.44745,120.96947,38.7506493506494,4,63,41,20.2509041939118,120,90787.4,5
14.4485,121.01436,37.4597402597403,5,63,39,21.3071306759191,126,57315.8888888889,9
14.45454,120.9879,39.3558823529412,5,63,42,20.0058942815316,123,121569.727272727,11
14.464,120.97978,37.8903743315508,5,63,37.5,20.479015961849,124,122829.777777778,9
14.47137,121.03054,36.8606060606061,6,63,37,21.5315974697926,129,123456.8,15
14.4761,120.94654,37.3011363636364,4,63,38.5,21.8908246494554,315,47590.7,30
14.47988,121.01178,38.025,7,62,37.5,20.3960626847623,134,100586.136363636,22
14.48092,121.00532,38.2073863636364,7,63,38,20.292860153424,125,66216.8333333333,6
14.48178,120.89789,26.7130681818182,0,62,18,23.0259373066557,324,96468.5789473684,19
14.48498,121.06543,36.425219941349,6,63,36,21.968918090881,117,72532.1739130435,23
14.48802,121.04687,36.896875,7,63,36.5,21.1179399639947,116,46891.4,10
14.48977,121.01402,38.7947214076246,8,63,39,20.2389861477744,136,47334.6428571429,28
14.48988,120.99028,38.6480938416422,6,63,39,20.3301985798725,135,170557.625,8
14.49362,120.99657,38.7800586510264,7,63,39,20.1840432315485,132,82377.1428571429,7
14.50398,120.96075,37.0733333333333,5,63,38,22.2845978175178,316,39095,5
14.52392,121.06427,44.8432601880878,8,63,53,18.4012033898084,113,84172,3
14.52567,121.05108,44.7460815047022,8,63,53,18.4946390840341,119,86296.9375,16
14.52698,120.99332,42.4090909090909,7,63,53,20.7283071761565,137,78202.5,16
14.52779,120.98026,40.5779220779221,6,63,50.5,21.9471626289073,133,70709.8,5
14.53077,121.01169,44.8376623376623,9,63,56,19.8704175973917,140,88903,3
14.53668,121.05653,48.7571428571429,11,63,58,16.3316309969012,114,52000.2,5
14.53757,121.02602,47.5555555555556,11,63,58,18.3084544497085,110,156840.666666667,6
14.54373,121.24483,15.5551948051948,4,60,10,13.5057065618173,369,90211.5,6
14.54704,121.05339,52.6026936026936,14,63,61,14.1890133845909,112,87977.3333333333,3
14.54843,121.07866,51.96632996633,14,63,61,14.7329451675377,118,117317.8,15
14.55401,121.01642,50.1666666666667,10,63,61,17.8886996790761,108,134132.5,6
14.55647,121.01144,50.9475524475524,10,63,62,17.6657278750944,139,61665.1333333333,30
14.55731,121.11335,47.6993006993007,13,63,56,16.9532007907982,374,67758.5714285714,14
14.55938,121.05863,54.7171717171717,18,63,62,12.0256261319602,106,99098.25,4
14.55997,121.09547,51.1013986013986,16,63,61,14.9823357325206,65,67790.4,5
14.56181,121.06862,55.8307692307692,22,63,62,10.9777862482283,66,96521.2,5
14.56274,120.98432,46.8423076923077,7,63,62,21.544112474149,12,105532.3,10
14.56297,121.17838,32.2423076923077,5,63,31,20.7088415466949,364,106444.666666667,3
14.56581,121.14226,41.1223776223776,7,63,46,20.0204033455011,357,100436.533333333,15
14.56735,121.10447,51.006993006993,14,63,60,14.9086088416369,63,83045.75,4
14.56748,120.97882,45.2622377622378,7,63,62,22.5856135057472,11,68201.3333333333,3
14.5678,120.99652,49.013986013986,8,63,62,20.0843785028419,138,61849.5333333333,15
14.56937,120.96649,42.4690909090909,6,63,60,23.7070385366422,4,88534.4545454545,11
14.57088,121.02135,54.7653846153846,11,63,62,14.3401437855317,109,106573.8,5
14.57113,121.02902,56.1576923076923,13,63,62,12.1662446205683,53,55548.6666666667,3
14.5722,121.05417,58.2657342657343,31,63,62,7.95465310055631,107,119544.333333333,3
14.57381,121.08074,56.3951048951049,20,63,62,10.3599012978522,60,121231.5,4
14.57387,121.01077,53.5034965034965,10,63,62,16.1694423195282,111,97613.5,10
14.58097,120.99556,50.6923076923077,8,63,63,19.4130470756431,13,75657.6470588235,17
14.58338,121.24229,17.8727272727273,4,58,9,16.3435455076649,360,-59527.8333333333,6
14.58355,121.06214,59.5745454545455,33,63,63,6.19842863834094,52,105027.4,5
14.58407,121.20717,26.3818181818182,4,62,19,20.4911329488846,362,65281.25,8
14.59062,121.06742,59.4109090909091,31,63,63,6.74362831813596,115,125742.666666667,3
14.59128,121.13645,46.3106060606061,9,63,54,18.4990525194667,367,159494.636363636,11
14.59187,121.04911,60.4545454545455,36,63,63,4.86390767558102,105,80468.5,6
14.59289,121.08562,57.2386363636364,22,63,62.5,9.4261116799764,67,99392,9
14.5936,121.00044,52.9818181818182,9,63,63,17.4589099553247,7,128109.047619048,21
14.59367,120.96966,45.8257575757576,7,63,62,22.433508414961,14,10827.6666666667,3
14.59441,121.01443,56.7007575757576,12,63,63,12.9158375159912,15,131588.153846154,13
14.59457,121.07281,59.3598484848485,31,63,63,6.85116470183229,59,158626,4
14.59467,121.15673,40.3345454545455,6,63,46,21.2341157308063,373,83209.75,12
14.59696,121.11008,52.6098484848485,11,63,61,14.3366390143543,366,71402.4,5
14.59702,121.05646,61.0568181818182,40,63,63,4.01619711508246,64,137521.5,2
14.60188,121.01017,57.2083333333333,13,63,63,12.2988054176881,51,94461.8235294118,17
14.60232,120.99986,53.1174242424242,10,63,63,17.3384295744542,41,65484,3
14.60249,121.01061,57.2083333333333,13,63,63,12.2988054176881,16,101787.733333333,15
14.60553,120.9485,39.594696969697,5,63,53.5,24.7845187003541,1,-38020.1666666667,6
14.61073,121.14272,45.0434782608696,7,63,53,19.6346108545407,361,78737.875,8
14.61121,120.99558,53.5227272727273,10,63,63,17.0271382175546,9,156341.583333333,12
14.61209,120.97607,48.7565217391304,7,63,63,20.8511427453685,10,133432.6875,16
14.61215,120.98187,51.1347826086957,9,63,63,19.1184336547493,6,120196.933333333,15
14.61218,121.09809,55.7166666666667,12,63,62,12.0959783304729,62,110518.636363636,11
14.61274,120.9667,46.3304347826087,6,63,62,22.2581997016518,2,64852.6,10
14.61414,121.01928,59.6590909090909,22,63,63,8.07458534216946,23,99592.9,10
14.61504,121.0708,59.1477272727273,17,63,63,8.29201793021426,47,169406,6
14.61726,121.04106,62.0316205533597,48,63,63,2.00173241989176,32,129046.666666667,3
14.6175,121.09417,56.3596837944664,10,63,62,11.7240542270439,58,147984.066666667,15
14.61894,120.98332,51.1462450592885,9,63,63,19.1155206752455,5,41257.1428571429,14
14.61933,121.05137,61.7430830039526,39,63,63,3.04614015147827,42,175019,1
14.62126,121.15226,41.3739130434783,7,63,50,21.5477375460824,359,110084.7,10
14.62152,120.99715,55.9347826086956,13,63,63,14.2476569343339,30,72577.7,10
14.62154,120.97184,49.0130434782609,7,63,63,20.7580111193556,71,58301.4545454545,11
14.62277,121.07079,58.6477272727273,15,63,63,9.36181034383469,39,123515.333333333,6
14.62319,120.98334,51.399209486166,9,63,63,18.9546953434521,3,88021.7647058823,17
14.62594,121.03336,61.8537549407115,46,63,63,2.49411126520043,68,109633.4,10
14.62614,120.99542,53.7114624505929,10,63,63,16.8237757825914,37,184923.666666667,3
14.6273,121.044,61.99604743083,44,63,63,2.16666304709481,46,94120.8333333333,6
14.62763,120.99343,53.7114624505929,10,63,63,16.8237757825914,29,13924.5,4
14.63496,120.99519,55.7066115702479,13,63,63,14.3735247370702,8,39589.25,4
14.63649,121.08524,56.2727272727273,10,63,62,12.5701494823514,56,88520.6666666667,15
14.64003,120.97794,50.8429752066116,9,63,62,19.1278764070063,69,55611,6
14.64115,121.03619,62.0454545454545,50,63,63,1.7833950558727,33,77093.5,4
14.64195,121.09971,51.5731225296443,7,63,62,17.1596029425982,54,102444,3
14.64197,121.06013,59.8181818181818,19,63,63,7.48386923691126,36,67255.7,20
14.64335,120.97526,48.9841897233202,7,63,62,20.6453362233069,70,43730.4666666667,15
14.64573,121.10696,50.4318181818182,7,63,62,17.913283924824,61,140687.785714286,14
14.64589,121.0552,60.8272727272727,29,63,63,5.34107729613334,28,108403.25,4
14.64847,120.26706,1.17355371900826,0,5,0,1.89639398339475,244,57544.5,20
14.65057,121.04287,61.4876033057851,37,63,63,3.62131931319537,20,75902.6666666667,3
14.65061,120.94896,40.4132231404959,5,63,54.5,24.2933897815565,94,80739.8571428571,7
14.65199,121.02682,61.6611570247934,44,63,63,2.7239637917429,19,119717.272727273,11
14.65235,120.96995,48.1157024793388,7,63,62,20.9602231793591,91,101446,2
14.65237,121.00179,57.5289256198347,16,63,63,11.5407086661637,75,75020.5,4
14.65373,120.9593,45.5090909090909,6,63,62,22.3781308177383,87,139041.5,2
14.65476,121.0281,61.6272727272727,44,63,63,2.74105965880608,18,68999.5789473684,19
14.6553,120.96929,47.8553719008264,7,63,62,21.0141167742788,72,-34666.3333333333,3
